"Demographics","Subgroup","Total Cases","Year","Democratic Candidate","Republican Candidate","Both Candidates","Net Pro Dem. - Pro Rep."
"pid and education","Non-college Independents","189","1988","53.4","59.5","56.4","47"
"pid and education","Non-college Independents","253","1992","52","49.1","50.2","51.8"
"pid and education","Non-college Independents","130","1996","56.4","50","53.4","53.4"
"pid and education","Non-college Independents","167","2000","50.1","56","53.4","46.9"
"pid and education","Non-college Independents","100","2004","51.2","51.6","50.5","50.8"
"pid and education","Non-college Independents","225","2008","56.8","51.7","54.3","52.5"
"pid and education","Non-college Independents","190","2012","53.9","45.6","49.9","54.3"
"pid and education","Non-college Independents","425","2016","34.3","35.2","34.7","49.4"
"pid and education","Non-college Independents","620","2020","43.9","37.2","40.2","53.3"
"pid and education","Non-college Independents","275","2024","36.5","42.8","39.9","46.6"
"pid and education","College grad+ Independents","14","1968","NA","NA","NA","NA"
"pid and education","College grad+ Independents","32","1972","NA","NA","NA","NA"
"pid and education","College grad+ Independents","36","1976","NA","NA","NA","NA"
"pid and education","College grad+ Independents","22","1980","NA","NA","NA","NA"
"pid and education","College grad+ Independents","31","1984","NA","NA","NA","NA"
"pid and education","College grad+ Independents","25","1988","NA","NA","NA","NA"
"pid and education","College grad+ Independents","47","1992","NA","NA","NA","NA"
"pid and education","College grad+ Independents","27","1996","NA","NA","NA","NA"
"pid and education","College grad+ Independents","45","2000","NA","NA","NA","NA"
"pid and education","College grad+ Independents","18","2004","NA","NA","NA","NA"
"pid and education","College grad+ Independents","30","2008","NA","NA","NA","NA"
"pid and education","College grad+ Independents","25","2012","NA","NA","NA","NA"
"pid and education","College grad+ Independents","139","2016","37.7","33.1","35.4","52.3"
"pid and education","College grad+ Independents","299","2020","45.9","32.4","39.3","56.7"
"pid and education","College grad+ Independents","103","2024","43.3","28.3","35.8","57.5"
"pid and education","Non-college Republicans","350","1968","47.5","81.1","64.3","33.1"
"pid and education","Non-college Republicans","734","1972","32.9","82.6","57.6","25.2"
"pid and education","Non-college Republicans","566","1976","48.8","73.9","61.2","37.5"
"pid and education","Non-college Republicans","405","1980","41","71.7","56.3","34.7"
"pid and education","Non-college Republicans","696","1984","42.1","80.2","61.1","31"
"pid and education","Non-college Republicans","604","1988","42","77.4","59.6","32.2"
"pid and education","Non-college Republicans","626","1992","41.9","69.9","55.9","36"
"pid and education","Non-college Republicans","429","1996","40.1","65.6","52.8","37.3"
"pid and education","Non-college Republicans","416","2000","40.7","72.6","56.6","34.1"
"pid and education","Non-college Republicans","323","2004","35.3","80.8","58.1","27.3"
"pid and education","Non-college Republicans","461","2008","37.7","68.6","53.1","34.5"
"pid and education","Non-college Republicans","377","2012","34","69","51.5","32.5"
"pid and education","Non-college Republicans","1034","2016","16.1","65.9","40.9","25.1"
"pid and education","Non-college Republicans","1993","2020","18.6","80.6","49.5","19"
"pid and education","Non-college Republicans","1486","2024","15.1","77","45.9","19.1"
"pid and education","College grad+ Republicans","92","1968","47","75.4","61.2","35.8"
"pid and education","College grad+ Republicans","168","1972","34.4","78.9","56.6","27.8"
"pid and education","College grad+ Republicans","166","1976","43.8","74.2","58.9","34.9"
"pid and education","College grad+ Republicans","111","1980","39.4","70.4","54.8","34.5"
"pid and education","College grad+ Republicans","177","1984","38.9","83.7","61.3","27.7"
"pid and education","College grad+ Republicans","204","1988","40.8","79.5","60.2","30.6"
"pid and education","College grad+ Republicans","266","1992","36","70.2","53.1","32.9"
"pid and education","College grad+ Republicans","223","1996","33.6","68.5","51","32.5"
"pid and education","College grad+ Republicans","260","2000","40.9","72.3","56.6","34.3"
"pid and education","College grad+ Republicans","159","2004","30.9","82.2","56.6","24.4"
"pid and education","College grad+ Republicans","188","2008","36.3","72.1","54.1","32.2"
"pid and education","College grad+ Republicans","186","2012","29.2","71.1","50.1","29.1"
"pid and education","College grad+ Republicans","683","2016","17.9","56.3","37","30.8"
"pid and education","College grad+ Republicans","1364","2020","23.5","71.6","47.5","26"
"pid and education","College grad+ Republicans","948","2024","19.6","66.7","43.1","26.5"
"pid and race","White Democrats","588","1968","68.8","59.4","64","54.7"
"pid and race","White Democrats","1128","1972","55.9","57.7","56.7","49.1"
"pid and race","White Democrats","878","1976","71.8","52.9","62.3","59.5"
"pid and race","White Democrats","623","1980","66.1","47.7","56.8","59.1"
"pid and race","White Democrats","767","1984","69.3","46.1","57.6","61.6"
"pid and race","White Democrats","594","1988","68.3","45.8","57","61.4"
"pid and race","White Democrats","835","1992","67.8","39.5","53.5","64.3"
"pid and race","White Democrats","617","1996","74.1","40.9","57.5","66.5"
"pid and race","White Democrats","582","2000","70.5","44","57.2","63.3"
"pid and race","White Democrats","354","2004","68.6","33","50.6","67.9"
"pid and race","White Democrats","495","2008","68.4","39.2","53.8","64.7"
"pid and race","White Democrats","387","2012","75.1","30.7","52.9","72.2"
"pid and race","White Democrats","1176","2016","62.2","17.3","39.6","72.3"
"pid and race","White Democrats","2413","2020","73.1","8.5","40.7","82.2"
"pid and race","White Democrats","1684","2024","76.9","7.5","42.1","84.6"
"pid and race","Black Democrats","120","1968","86.5","53.9","70.3","66.5"
"pid and race","Black Democrats","192","1972","82.1","44.1","62.8","69.3"
"pid and race","Black Democrats","179","1976","83.7","46.2","65","68.6"
"pid and race","Black Democrats","136","1980","79.4","38.2","58.9","70.8"
"pid and race","Black Democrats","186","1984","80.2","34","56.6","73.3"
"pid and race","Black Democrats","199","1988","72.6","42.5","57.4","65.1"
"pid and race","Black Democrats","236","1992","73","37.6","55","68.1"
"pid and race","Black Democrats","154","1996","83.3","44.6","63.9","69.4"
"pid and race","Black Democrats","160","2000","74.3","47.8","60.7","63.1"
"pid and race","Black Democrats","144","2004","69.4","37.9","53.4","65.9"
"pid and race","Black Democrats","477","2008","86","35.4","60.8","75.4"
"pid and race","Black Democrats","465","2012","91.3","27.1","59.3","82.1"
"pid and race","Black Democrats","326","2016","77.2","9.9","43.4","83.6"
"pid and race","Black Democrats","577","2020","80.2","9.4","44.7","85.4"
"pid and race","Black Democrats","390","2024","80.8","13.5","47.1","83.6"
"pid and race","Hispanic Democrats","11","1968","NA","NA","NA","NA"
"pid and race","Hispanic Democrats","22","1972","NA","NA","NA","NA"
"pid and race","Hispanic Democrats","32","1976","NA","NA","NA","NA"
"pid and race","Hispanic Democrats","33","1980","67.2","49.4","58.3","58.9"
"pid and race","Hispanic Democrats","82","1984","75.1","45.2","60.1","65"
"pid and race","Hispanic Democrats","96","1988","82.3","46.9","64.2","68"
"pid and race","Hispanic Democrats","125","1992","72","48.3","60","62"
"pid and race","Hispanic Democrats","98","1996","79.4","40","60.2","70.1"
"pid and race","Hispanic Democrats","77","2000","67.8","45.5","56.7","61.2"
"pid and race","Hispanic Democrats","57","2004","69.6","42.3","55.9","63.6"
"pid and race","Hispanic Democrats","324","2008","76.3","41.6","58.9","67.3"
"pid and race","Hispanic Democrats","308","2012","79","32.4","56.1","73.7"
"pid and race","Hispanic Democrats","261","2016","70.6","10.8","40.6","79.8"
"pid and race","Hispanic Democrats","418","2020","71.5","13","42.1","79.1"
"pid and race","Hispanic Democrats","332","2024","72","15.5","43.7","78.3"
"pid and race","Other Democrats","2","1968","NA","NA","NA","NA"
"pid and race","Other Democrats","11","1972","NA","NA","NA","NA"
"pid and race","Other Democrats","7","1976","NA","NA","NA","NA"
"pid and race","Other Democrats","8","1980","NA","NA","NA","NA"
"pid and race","Other Democrats","20","1984","NA","NA","NA","NA"
"pid and race","Other Democrats","37","1988","NA","NA","NA","NA"
"pid and race","Other Democrats","22","1992","NA","NA","NA","NA"
"pid and race","Other Democrats","18","1996","NA","NA","NA","NA"
"pid and race","Other Democrats","55","2000","64.7","44","54.2","60.4"
"pid and race","Other Democrats","24","2004","69.7","31.2","50.5","69.2"
"pid and race","Other Democrats","51","2008","70.2","40","55.1","65.2"
"pid and race","Other Democrats","86","2012","76.2","35.1","55.7","70.4"
"pid and race","Other Democrats","155","2016","65.9","11.4","38.7","77.3"
"pid and race","Other Democrats","355","2020","71.2","10.5","40.6","80.1"
"pid and race","Other Democrats","211","2024","71.1","12.7","41.8","79.2"
"pid and race","White Independents","127","1968","54.3","64.5","59.5","45"
"pid and race","White Independents","331","1972","46.2","66.2","56","40.2"
"pid and race","White Independents","289","1976","59.1","63.8","61.4","47.8"
"pid and race","White Independents","195","1980","50.4","54.7","52.4","47.8"
"pid and race","White Independents","199","1984","51.7","65.7","58.7","43"
"pid and race","White Independents","174","1988","52.4","59.8","56.2","46.3"
"pid and race","White Independents","229","1992","51.5","49.2","50.1","51.4"
"pid and race","White Independents","115","1996","52.3","48.8","50.9","52"
"pid and race","White Independents","164","2000","50.6","57.3","54.1","46.8"
"pid and race","White Independents","74","2004","49.5","52.1","50.4","49.1"
"pid and race","White Independents","129","2008","54","52.5","53.2","50.7"
"pid and race","White Independents","98","2012","47.2","49.9","48.6","48.6"
"pid and race","White Independents","374","2016","29.2","40.7","34.9","44"
"pid and race","White Independents","588","2020","40.4","39.6","39.7","50.5"
"pid and race","White Independents","223","2024","33.2","40.6","37.2","46"
"pid and race","Black Independents","4","1968","NA","NA","NA","NA"
"pid and race","Black Independents","36","1972","NA","NA","NA","NA"
"pid and race","Black Independents","16","1976","NA","NA","NA","NA"
"pid and race","Black Independents","12","1980","NA","NA","NA","NA"
"pid and race","Black Independents","27","1984","NA","NA","NA","NA"
"pid and race","Black Independents","15","1988","NA","NA","NA","NA"
"pid and race","Black Independents","46","1992","NA","NA","NA","NA"
"pid and race","Black Independents","22","1996","NA","NA","NA","NA"
"pid and race","Black Independents","23","2000","NA","NA","NA","NA"
"pid and race","Black Independents","18","2004","NA","NA","NA","NA"
"pid and race","Black Independents","44","2008","75.2","43.8","59.9","66"
"pid and race","Black Independents","22","2012","78","44.3","61.4","67.1"
"pid and race","Black Independents","47","2016","54.7","19.8","37.1","67.4"
"pid and race","Black Independents","75","2020","59.6","22.5","41.6","68"
"pid and race","Black Independents","51","2024","54.5","33.9","44.1","60.3"
"pid and race","Hispanic Independents","1","1968","NA","NA","NA","NA"
"pid and race","Hispanic Independents","7","1972","NA","NA","NA","NA"
"pid and race","Hispanic Independents","2","1976","NA","NA","NA","NA"
"pid and race","Hispanic Independents","14","1980","NA","NA","NA","NA"
"pid and race","Hispanic Independents","28","1984","NA","NA","NA","NA"
"pid and race","Hispanic Independents","22","1988","NA","NA","NA","NA"
"pid and race","Hispanic Independents","28","1992","NA","NA","NA","NA"
"pid and race","Hispanic Independents","14","1996","NA","NA","NA","NA"
"pid and race","Hispanic Independents","17","2000","NA","NA","NA","NA"
"pid and race","Hispanic Independents","13","2004","NA","NA","NA","NA"
"pid and race","Hispanic Independents","71","2008","55.4","55","55.4","50.4"
"pid and race","Hispanic Independents","74","2012","65.8","40.5","53.6","63.1"
"pid and race","Hispanic Independents","82","2016","45.7","21.9","33.9","61.9"
"pid and race","Hispanic Independents","121","2020","47.6","28.3","37.5","59.9"
"pid and race","Hispanic Independents","60","2024","40.5","39.8","40.1","50.3"
"pid and race","Other Independents","1","1968","NA","NA","NA","NA"
"pid and race","Other Independents","3","1972","NA","NA","NA","NA"
"pid and race","Other Independents","3","1976","NA","NA","NA","NA"
"pid and race","Other Independents","5","1980","NA","NA","NA","NA"
"pid and race","Other Independents","10","1984","NA","NA","NA","NA"
"pid and race","Other Independents","4","1988","NA","NA","NA","NA"
"pid and race","Other Independents","4","1992","NA","NA","NA","NA"
"pid and race","Other Independents","3","1996","NA","NA","NA","NA"
"pid and race","Other Independents","8","2000","NA","NA","NA","NA"
"pid and race","Other Independents","9","2004","NA","NA","NA","NA"
"pid and race","Other Independents","10","2008","NA","NA","NA","NA"
"pid and race","Other Independents","21","2012","NA","NA","NA","NA"
"pid and race","Other Independents","67","2016","NA","NA","NA","NA"
"pid and race","Other Independents","139","2020","NA","NA","NA","NA"
"pid and race","Other Independents","41","2024","31.7","46.9","39.4","42.5"
"pid and race","White Republicans","440","1968","47.2","80.1","63.6","33.5"
"pid and race","White Republicans","862","1972","32.3","82.1","57.1","25.2"
"pid and race","White Republicans","709","1976","47.5","74.1","60.8","36.8"
"pid and race","White Republicans","484","1980","39.8","71.4","55.6","34.3"
"pid and race","White Republicans","802","1984","40.4","81.7","61","29.4"
"pid and race","White Republicans","732","1988","41","78.2","59.6","31.4"
"pid and race","White Republicans","809","1992","38.7","70","54.3","34.3"
"pid and race","White Republicans","583","1996","35.2","66.4","50.7","34.4"
"pid and race","White Republicans","581","2000","39.5","72.7","56.1","33.4"
"pid and race","White Republicans","409","2004","32.8","81.6","57.2","25.6"
"pid and race","White Republicans","496","2008","35.5","70.4","52.9","32.6"
"pid and race","White Republicans","424","2012","30.7","70.9","50.7","29.9"
"pid and race","White Republicans","1472","2016","14.2","65","39.6","24.6"
"pid and race","White Republicans","2894","2020","18.6","79.1","48.8","19.8"
"pid and race","White Republicans","2018","2024","14.3","74.4","44.3","20"
"pid and race","Black Republicans","4","1968","NA","NA","NA","NA"
"pid and race","Black Republicans","28","1972","NA","NA","NA","NA"
"pid and race","Black Republicans","13","1976","NA","NA","NA","NA"
"pid and race","Black Republicans","14","1980","NA","NA","NA","NA"
"pid and race","Black Republicans","22","1984","NA","NA","NA","NA"
"pid and race","Black Republicans","30","1988","NA","NA","NA","NA"
"pid and race","Black Republicans","22","1992","NA","NA","NA","NA"
"pid and race","Black Republicans","13","1996","NA","NA","NA","NA"
"pid and race","Black Republicans","14","2000","NA","NA","NA","NA"
"pid and race","Black Republicans","12","2004","NA","NA","NA","NA"
"pid and race","Black Republicans","22","2008","NA","NA","NA","NA"
"pid and race","Black Republicans","21","2012","NA","NA","NA","NA"
"pid and race","Black Republicans","17","2016","NA","NA","NA","NA"
"pid and race","Black Republicans","54","2020","NA","NA","NA","NA"
"pid and race","Black Republicans","60","2024","46","64.1","54.5","40.4"
"pid and race","Hispanic Republicans","8","1972","NA","NA","NA","NA"
"pid and race","Hispanic Republicans","7","1976","NA","NA","NA","NA"
"pid and race","Hispanic Republicans","16","1980","NA","NA","NA","NA"
"pid and race","Hispanic Republicans","36","1984","NA","NA","NA","NA"
"pid and race","Hispanic Republicans","41","1988","41.5","84","62.4","28.3"
"pid and race","Hispanic Republicans","62","1992","48.7","73.3","61","37.7"
